IdOrganizacao;IdParticipante;IdCfop;IdModelo;IdSituacao;DataDoMovimento;TotalDoDocumentoFiscal;Operacao;Emissao;CstICMS;AliquotaIcms;TipoDoFrete;SufixoDoCFOP;NumeroSatEcf;QuantidadeDeDocumentos;TotalDoItem;ValorDesconto;ValorIcms;ValorIpi;ValorPis;ValorCofins;ValorIcmsSt;ValorPisSt;ValorCofinsSt;BaseDeCalculoIcms;BaseDeCalculoIcmsSt;ValorDaReducaoDaBaseDeCalculo;ValorFrete;ValorSeguro;ValorOutrasDespesasAcessorias
Saida;CONSUMIDORFINAL3106200;5405;;;26012018;7.905,3;Saida;Propria;60;0;Sem cobranca de frete;X.405;33;1;3.552,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;27012018;7.100,4;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;33;1;3.349,1;0;281,32;0;0;0;0;0;0;3.349,1;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;27012018;7.100,4;Saida;Propria;;0;Sem cobranca de frete;;33;1;156,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;27012018;7.100,4;Saida;Propria;60;0;Sem cobranca de frete;X.405;33;1;3.594,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;28012018;5.784,8;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;33;1;2.857,5;0;240,03;0;0;0;0;0;0;2.857,5;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;28012018;5.784,8;Saida;Propria;;0;Sem cobranca de frete;;33;1;185,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;28012018;5.784,8;Saida;Propria;60;0;Sem cobranca de frete;X.405;33;1;2.741,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;29012018;7.508,3;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;33;1;3.861,9;0;324,4;0;0;0;0;0;0;3.861,9;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;29012018;7.508,3;Saida;Propria;;0;Sem cobranca de frete;;33;1;130,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;29012018;7.508,3;Saida;Propria;60;0;Sem cobranca de frete;X.405;33;1;3.515,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;30012018;2.794,2;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;33;1;1.510,7;0;126,9;0;0;0;0;0;0;1.510,7;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;30012018;2.794,2;Saida;Propria;;0;Sem cobranca de frete;;33;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;30012018;2.794,2;Saida;Propria;60;0;Sem cobranca de frete;X.405;33;1;1.269,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;31012018;6.231,3;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;33;1;3.177,4;0;266,9;0;0;0;0;0;0;3.177,4;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;31012018;6.231,3;Saida;Propria;;0;Sem cobranca de frete;;33;1;155,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;31012018;6.231,3;Saida;Propria;60;0;Sem cobranca de frete;X.405;33;1;2.898,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;2012018;860;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;34;1;851,5;0;71,53;0;0;0;0;0;0;851,5;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;2012018;860;Saida;Propria;;0;Sem cobranca de frete;;34;1;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;2012018;860;Saida;Propria;60;0;Sem cobranca de frete;X.405;34;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;3012018;1.733;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;34;1;1.715,5;0;144,1;0;0;0;0;0;0;1.715,5;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;3012018;1.733;Saida;Propria;;0;Sem cobranca de frete;;34;1;11,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;3012018;1.733;Saida;Propria;60;0;Sem cobranca de frete;X.405;34;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;4012018;236,06;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;34;1;235,06;0;19,75;0;0;0;0;0;0;235,06;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;4012018;236,06;Saida;Propria;;0;Sem cobranca de frete;;34;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;5012018;1.518;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;34;1;1.504,5;0;126,38;0;0;0;0;0;0;1.504,5;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;5012018;1.518;Saida;Propria;;0;Sem cobranca de frete;;34;1;7,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;5012018;1.518;Saida;Propria;60;0;Sem cobranca de frete;X.405;34;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;6012018;291;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;34;1;285;0;23,94;0;0;0;0;0;0;285;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;6012018;291;Saida;Propria;60;0;Sem cobranca de frete;X.405;34;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;7012018;1.009;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;34;1;965,5;0;81,1;0;0;0;0;0;0;965,5;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;7012018;1.009;Saida;Propria;;0;Sem cobranca de frete;;34;1;19,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;7012018;1.009;Saida;Propria;60;0;Sem cobranca de frete;X.405;34;1;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;8012018;1.393;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;34;1;1.387;0;116,51;0;0;0;0;0;0;1.387;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;8012018;1.393;Saida;Propria;;0;Sem cobranca de frete;;34;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;9012018;1.278,5;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;34;1;1.267,5;0;106,47;0;0;0;0;0;0;1.267,5;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;9012018;1.278,5;Saida;Propria;;0;Sem cobranca de frete;;34;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;9012018;1.278,5;Saida;Propria;60;0;Sem cobranca de frete;X.405;34;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;10012018;2.633,5;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;34;1;2.552,5;0;214,41;0;0;0;0;0;0;2.552,5;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;10012018;2.633,5;Saida;Propria;;0;Sem cobranca de frete;;34;1;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;10012018;2.633,5;Saida;Propria;60;0;Sem cobranca de frete;X.405;34;1;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;11012018;3.155;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;34;1;3.104;0;260,74;0;0;0;0;0;0;3.104;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;11012018;3.155;Saida;Propria;;0;Sem cobranca de frete;;34;1;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;11012018;3.155;Saida;Propria;60;0;Sem cobranca de frete;X.405;34;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;12012018;1.642,5;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;34;1;1.622,5;0;136,29;0;0;0;0;0;0;1.622,5;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;12012018;1.642,5;Saida;Propria;;0;Sem cobranca de frete;;34;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;12012018;1.642,5;Saida;Propria;60;0;Sem cobranca de frete;X.405;34;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;13012018;1.990,5;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;34;1;1.953,5;0;164,09;0;0;0;0;0;0;1.953,5;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;13012018;1.990,5;Saida;Propria;;0;Sem cobranca de frete;;34;1;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;13012018;1.990,5;Saida;Propria;60;0;Sem cobranca de frete;X.405;34;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;14012018;634,5;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;34;1;626,5;0;52,63;0;0;0;0;0;0;626,5;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;14012018;634,5;Saida;Propria;;0;Sem cobranca de frete;;34;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;14012018;634,5;Saida;Propria;60;0;Sem cobranca de frete;X.405;34;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;15012018;2.011;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;34;1;1.994,5;0;167,54;0;0;0;0;0;0;1.994,5;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;15012018;2.011;Saida;Propria;;0;Sem cobranca de frete;;34;1;7,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;15012018;2.011;Saida;Propria;60;0;Sem cobranca de frete;X.405;34;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;16012018;2.237,5;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;34;1;2.186;0;183,62;0;0;0;0;0;0;2.186;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;16012018;2.237,5;Saida;Propria;;0;Sem cobranca de frete;;34;1;34,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;16012018;2.237,5;Saida;Propria;60;0;Sem cobranca de frete;X.405;34;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;17012018;1.083;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;34;1;1.062;0;89,21;0;0;0;0;0;0;1.062;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;17012018;1.083;Saida;Propria;;0;Sem cobranca de frete;;34;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;17012018;1.083;Saida;Propria;60;0;Sem cobranca de frete;X.405;34;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;18012018;1.597;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;34;1;1.552;0;130,37;0;0;0;0;0;0;1.552;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;18012018;1.597;Saida;Propria;;0;Sem cobranca de frete;;34;1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;18012018;1.597;Saida;Propria;60;0;Sem cobranca de frete;X.405;34;1;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;19012018;830,5;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;34;1;804;0;67,54;0;0;0;0;0;0;804;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;19012018;830,5;Saida;Propria;;0;Sem cobranca de frete;;34;1;25,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;19012018;830,5;Saida;Propria;60;0;Sem cobranca de frete;X.405;34;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;20012018;1.884;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;34;1;1.834;0;154,06;0;0;0;0;0;0;1.834;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;20012018;1.884;Saida;Propria;;0;Sem cobranca de frete;;34;1;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;20012018;1.884;Saida;Propria;60;0;Sem cobranca de frete;X.405;34;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;21012018;1.435,5;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;34;1;1.382;0;116,09;0;0;0;0;0;0;1.382;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;21012018;1.435,5;Saida;Propria;;0;Sem cobranca de frete;;34;1;44,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;21012018;1.435,5;Saida;Propria;60;0;Sem cobranca de frete;X.405;34;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;22012018;1.433;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;34;1;1.430;0;120,12;0;0;0;0;0;0;1.430;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;22012018;1.433;Saida;Propria;60;0;Sem cobranca de frete;X.405;34;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;23012018;1.252,5;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;34;1;1.243,5;0;104,45;0;0;0;0;0;0;1.243,5;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;23012018;1.252,5;Saida;Propria;60;0;Sem cobranca de frete;X.405;34;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;24012018;1.849;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;34;1;1.807,5;0;151,83;0;0;0;0;0;0;1.807,5;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;24012018;1.849;Saida;Propria;;0;Sem cobranca de frete;;34;1;26,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;24012018;1.849;Saida;Propria;60;0;Sem cobranca de frete;X.405;34;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;25012018;2.885;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;34;1;2.841;0;238,64;0;0;0;0;0;0;2.841;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;25012018;2.885;Saida;Propria;;0;Sem cobranca de frete;;34;1;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;25012018;2.885;Saida;Propria;60;0;Sem cobranca de frete;X.405;34;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;26012018;2.051,5;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;34;1;2.042;0;171,53;0;0;0;0;0;0;2.042;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;26012018;2.051,5;Saida;Propria;;0;Sem cobranca de frete;;34;1;8,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;26012018;2.051,5;Saida;Propria;60;0;Sem cobranca de frete;X.405;34;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;27012018;1.601,5;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;34;1;1.570;0;131,88;0;0;0;0;0;0;1.570;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;27012018;1.601,5;Saida;Propria;;0;Sem cobranca de frete;;34;1;22,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;27012018;1.601,5;Saida;Propria;60;0;Sem cobranca de frete;X.405;34;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;28012018;1.835;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;34;1;1.793,5;0;150,65;0;0;0;0;0;0;1.793,5;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;28012018;1.835;Saida;Propria;;0;Sem cobranca de frete;;34;1;19,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;28012018;1.835;Saida;Propria;60;0;Sem cobranca de frete;X.405;34;1;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;29012018;2.050,5;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;34;1;2.020,5;0;169,72;0;0;0;0;0;0;2.020,5;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;29012018;2.050,5;Saida;Propria;;0;Sem cobranca de frete;;34;1;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;29012018;2.050,5;Saida;Propria;60;0;Sem cobranca de frete;X.405;34;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;30012018;1.014;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;34;1;981;0;82,4;0;0;0;0;0;0;981;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;30012018;1.014;Saida;Propria;;0;Sem cobranca de frete;;34;1;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;31012018;650;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;34;1;647,5;0;54,39;0;0;0;0;0;0;647,5;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;31012018;650;Saida;Propria;;0;Sem cobranca de frete;;34;1;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;1012018;4.035,3;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;30;1;2.018,3;0;169,54;0;0;0;0;0;0;2.018,3;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;1012018;4.035,3;Saida;Propria;;0;Sem cobranca de frete;;30;1;166,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;1012018;4.035,3;Saida;Propria;60;0;Sem cobranca de frete;X.405;30;1;1.850,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;2012018;6.848,8;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;30;1;3.387;0;284,51;0;0;0;0;0;0;3.387;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;2012018;6.848,8;Saida;Propria;;0;Sem cobranca de frete;;30;1;223;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;2012018;6.848,8;Saida;Propria;60;0;Sem cobranca de frete;X.405;30;1;3.238,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;3012018;4.304,1;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;30;1;2.252,2;0;189,18;0;0;0;0;0;0;2.252,2;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;3012018;4.304,1;Saida;Propria;;0;Sem cobranca de frete;;30;1;135,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;3012018;4.304,1;Saida;Propria;60;0;Sem cobranca de frete;X.405;30;1;1.916,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;4012018;3.941,5;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;30;1;1.979,7;0;166,29;0;0;0;0;0;0;1.979,7;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;4012018;3.941,5;Saida;Propria;;0;Sem cobranca de frete;;30;1;53,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;4012018;3.941,5;Saida;Propria;60;0;Sem cobranca de frete;X.405;30;1;1.908,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;5012018;4.132,9;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;30;1;2.013,7;0;169,15;0;0;0;0;0;0;2.013,7;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;5012018;4.132,9;Saida;Propria;;0;Sem cobranca de frete;;30;1;76,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;5012018;4.132,9;Saida;Propria;60;0;Sem cobranca de frete;X.405;30;1;2.042,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;6012018;11.025,8;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;30;1;5.381,8;0;452,07;0;0;0;0;0;0;5.381,8;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;6012018;11.025,8;Saida;Propria;;0;Sem cobranca de frete;;30;1;334,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;6012018;11.025,8;Saida;Propria;60;0;Sem cobranca de frete;X.405;30;1;5.309,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;7012018;6.769,4;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;30;1;3.285,1;0;275,95;0;0;0;0;0;0;3.285,1;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;7012018;6.769,4;Saida;Propria;;0;Sem cobranca de frete;;30;1;109,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;7012018;6.769,4;Saida;Propria;60;0;Sem cobranca de frete;X.405;30;1;3.375;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;8012018;2.081,5;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;30;1;1.079,9;0;90,71;0;0;0;0;0;0;1.079,9;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;8012018;2.081,5;Saida;Propria;;0;Sem cobranca de frete;;30;1;76,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;8012018;2.081,5;Saida;Propria;60;0;Sem cobranca de frete;X.405;30;1;924,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;9012018;7.445,8;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;30;1;3.735,6;0;313,79;0;0;0;0;0;0;3.735,6;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;9012018;7.445,8;Saida;Propria;;0;Sem cobranca de frete;;30;1;338;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;9012018;7.445,8;Saida;Propria;60;0;Sem cobranca de frete;X.405;30;1;3.372,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;10012018;4.884,3;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;30;1;2.488,5;0;209,03;0;0;0;0;0;0;2.488,5;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;10012018;4.884,3;Saida;Propria;;0;Sem cobranca de frete;;30;1;89,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;10012018;4.884,3;Saida;Propria;60;0;Sem cobranca de frete;X.405;30;1;2.306,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;11012018;5.673,3;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;30;1;3.099,5;0;260,36;0;0;0;0;0;0;3.099,5;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;11012018;5.673,3;Saida;Propria;;0;Sem cobranca de frete;;30;1;127,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;11012018;5.673,3;Saida;Propria;60;0;Sem cobranca de frete;X.405;30;1;2.446,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;12012018;7.054;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;30;1;3.400,8;0;285,67;0;0;0;0;0;0;3.400,8;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;12012018;7.054;Saida;Propria;;0;Sem cobranca de frete;;30;1;123,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;12012018;7.054;Saida;Propria;60;0;Sem cobranca de frete;X.405;30;1;3.529,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;13012018;5.740,9;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;30;1;3.186,4;0;267,66;0;0;0;0;0;0;3.186,4;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;13012018;5.740,9;Saida;Propria;;0;Sem cobranca de frete;;30;1;243,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5405;;;13012018;5.740,9;Saida;Propria;60;0;Sem cobranca de frete;X.405;30;1;2.311;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;5102;;;14012018;7.144,5;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;30;1;3.659;0;307,36;0;0;0;0;0;0;3.659;0;0;0;0;0
Saida;CONSUMIDORFINAL3106200;;;;14012018;7.144,5;Saida;Propria;;0;Sem cobranca de frete;;30;1;158,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
