organizaca;participante;dataMovimentoC420;dataMovimentoC490;valorTotalNFeC420;valorTotalNFeC490;operacao;emissao;modFrete;satECF;quantidade;valorTotalC420;valorTotalC490;cstICMS;CFOP;sufixoCFOP;aliquotaICMS;baseICMS;valorICMS
42591651104003;CONSUMIDORFINAL3106200;25012018;25012018;5.630,6;5.630,6;Saida;Propria;Sem cobranca de frete;32;1.0;2.623;2.623;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;26012018;26012018;7.721,1;7.721,1;Saida;Propria;Sem cobranca de frete;32;1.0;3.917,6;3.917,6;0;5102;X.102;8.4;3917.60;329,08
42591651104003;CONSUMIDORFINAL3106200;26012018;;7.721,1;0;Saida;Propria;Sem cobranca de frete;32;1.0;194,6;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;26012018;26012018;7.721,1;7.721,1;Saida;Propria;Sem cobranca de frete;32;1.0;3.608,9;3.608,9;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;27012018;27012018;4.925,6;4.925,6;Saida;Propria;Sem cobranca de frete;32;1.0;2.782,3;2.782,3;0;5102;X.102;8.4;2782.30;233,71
42591651104003;CONSUMIDORFINAL3106200;27012018;;4.925,6;0;Saida;Propria;Sem cobranca de frete;32;1.0;76,8;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;27012018;27012018;4.925,6;4.925,6;Saida;Propria;Sem cobranca de frete;32;1.0;2.066,5;2.066,5;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;28012018;28012018;10.613,8;10.613,8;Saida;Propria;Sem cobranca de frete;32;1.0;4.968,6;4.968,6;0;5102;X.102;8.4;4968.60;417,36
42591651104003;CONSUMIDORFINAL3106200;28012018;;10.613,8;0;Saida;Propria;Sem cobranca de frete;32;1.0;466;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;28012018;28012018;10.613,8;10.613,8;Saida;Propria;Sem cobranca de frete;32;1.0;5.179,2;5.179,2;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;29012018;29012018;2.086,7;2.086,7;Saida;Propria;Sem cobranca de frete;32;1.0;1.092,2;1.092,2;0;5102;X.102;8.4;1092.20;91,74
42591651104003;CONSUMIDORFINAL3106200;29012018;;2.086,7;0;Saida;Propria;Sem cobranca de frete;32;1.0;44,5;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;29012018;29012018;2.086,7;2.086,7;Saida;Propria;Sem cobranca de frete;32;1.0;950;950;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;30012018;30012018;4.067,4;4.067,4;Saida;Propria;Sem cobranca de frete;32;1.0;2.042;2.042;0;5102;X.102;8.4;2042.00;171,53
42591651104003;CONSUMIDORFINAL3106200;30012018;;4.067,4;0;Saida;Propria;Sem cobranca de frete;32;1.0;50,9;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;30012018;30012018;4.067,4;4.067,4;Saida;Propria;Sem cobranca de frete;32;1.0;1.974,5;1.974,5;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;31012018;31012018;2.786,3;2.786,3;Saida;Propria;Sem cobranca de frete;32;1.0;1.353,3;1.353,3;0;5102;X.102;8.4;1353.30;113,68
42591651104003;CONSUMIDORFINAL3106200;31012018;;2.786,3;0;Saida;Propria;Sem cobranca de frete;32;1.0;116;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;31012018;31012018;2.786,3;2.786,3;Saida;Propria;Sem cobranca de frete;32;1.0;1.317;1.317;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;1012018;1012018;3.864,7;3.864,7;Saida;Propria;Sem cobranca de frete;33;1.0;1.778,9;1.778,9;0;5102;X.102;8.4;1778.90;149,43
42591651104003;CONSUMIDORFINAL3106200;1012018;;3.864,7;0;Saida;Propria;Sem cobranca de frete;33;1.0;183,3;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;1012018;1012018;3.864,7;3.864,7;Saida;Propria;Sem cobranca de frete;33;1.0;1.902,5;1.902,5;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;2012018;2012018;1.425,6;1.425,6;Saida;Propria;Sem cobranca de frete;33;1.0;644,6;644,6;0;5102;X.102;8.4;644.60;54,15
42591651104003;CONSUMIDORFINAL3106200;2012018;;1.425,6;0;Saida;Propria;Sem cobranca de frete;33;1.0;63;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;2012018;2012018;1.425,6;1.425,6;Saida;Propria;Sem cobranca de frete;33;1.0;718;718;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;3012018;3012018;3.630,2;3.630,2;Saida;Propria;Sem cobranca de frete;33;1.0;1.833,7;1.833,7;0;5102;X.102;8.4;1833.70;154,03
42591651104003;CONSUMIDORFINAL3106200;3012018;;3.630,2;0;Saida;Propria;Sem cobranca de frete;33;1.0;142,1;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;3012018;3012018;3.630,2;3.630,2;Saida;Propria;Sem cobranca de frete;33;1.0;1.654,4;1.654,4;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;4012018;4012018;3.170,8;3.170,8;Saida;Propria;Sem cobranca de frete;33;1.0;1.724,1;1.724,1;0;5102;X.102;8.4;1724.10;144,82
42591651104003;CONSUMIDORFINAL3106200;4012018;;3.170,8;0;Saida;Propria;Sem cobranca de frete;33;1.0;119,1;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;4012018;4012018;3.170,8;3.170,8;Saida;Propria;Sem cobranca de frete;33;1.0;1.327,6;1.327,6;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;5012018;5012018;4.890,02;4.890,02;Saida;Propria;Sem cobranca de frete;33;1.0;2.495,22;2.495,22;0;5102;X.102;8.4;2495.22;209,6
42591651104003;CONSUMIDORFINAL3106200;5012018;;4.890,02;0;Saida;Propria;Sem cobranca de frete;33;1.0;265,4;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;5012018;5012018;4.890,02;4.890,02;Saida;Propria;Sem cobranca de frete;33;1.0;2.129,4;2.129,4;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;6012018;6012018;5.150,5;5.150,5;Saida;Propria;Sem cobranca de frete;33;1.0;2.633,3;2.633,3;0;5102;X.102;8.4;2633.30;221,2
42591651104003;CONSUMIDORFINAL3106200;6012018;;5.150,5;0;Saida;Propria;Sem cobranca de frete;33;1.0;144,1;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;6012018;6012018;5.150,5;5.150,5;Saida;Propria;Sem cobranca de frete;33;1.0;2.373,1;2.373,1;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;7012018;7012018;8.023,9;8.023,9;Saida;Propria;Sem cobranca de frete;33;1.0;3.905,5;3.905,5;0;5102;X.102;8.4;3905.50;328,06
42591651104003;CONSUMIDORFINAL3106200;7012018;;8.023,9;0;Saida;Propria;Sem cobranca de frete;33;1.0;268,4;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;7012018;7012018;8.023,9;8.023,9;Saida;Propria;Sem cobranca de frete;33;1.0;3.850;3.850;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;8012018;8012018;6.067,5;6.067,5;Saida;Propria;Sem cobranca de frete;33;1.0;3.005,2;3.005,2;0;5102;X.102;8.4;3005.20;252,44
42591651104003;CONSUMIDORFINAL3106200;8012018;;6.067,5;0;Saida;Propria;Sem cobranca de frete;33;1.0;86,3;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;8012018;8012018;6.067,5;6.067,5;Saida;Propria;Sem cobranca de frete;33;1.0;2.976;2.976;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;9012018;9012018;4.126,6;4.126,6;Saida;Propria;Sem cobranca de frete;33;1.0;2.188,1;2.188,1;0;5102;X.102;8.4;2188.10;183,8
42591651104003;CONSUMIDORFINAL3106200;9012018;;4.126,6;0;Saida;Propria;Sem cobranca de frete;33;1.0;42,9;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;9012018;9012018;4.126,6;4.126,6;Saida;Propria;Sem cobranca de frete;33;1.0;1.895,6;1.895,6;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;10012018;10012018;6.889,5;6.889,5;Saida;Propria;Sem cobranca de frete;33;1.0;3.483,2;3.483,2;0;5102;X.102;8.4;3483.20;292,59
42591651104003;CONSUMIDORFINAL3106200;10012018;;6.889,5;0;Saida;Propria;Sem cobranca de frete;33;1.0;312,5;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;10012018;10012018;6.889,5;6.889,5;Saida;Propria;Sem cobranca de frete;33;1.0;3.093,8;3.093,8;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;11012018;11012018;6.550,1;6.550,1;Saida;Propria;Sem cobranca de frete;33;1.0;3.613,3;3.613,3;0;5102;X.102;8.4;3613.30;303,52
42591651104003;CONSUMIDORFINAL3106200;11012018;;6.550,1;0;Saida;Propria;Sem cobranca de frete;33;1.0;156,7;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;11012018;11012018;6.550,1;6.550,1;Saida;Propria;Sem cobranca de frete;33;1.0;2.780,1;2.780,1;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;12012018;12012018;6.210,8;6.210,8;Saida;Propria;Sem cobranca de frete;33;1.0;3.031,9;3.031,9;0;5102;X.102;8.4;3031.90;254,68
42591651104003;CONSUMIDORFINAL3106200;12012018;;6.210,8;0;Saida;Propria;Sem cobranca de frete;33;1.0;314,9;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;12012018;12012018;6.210,8;6.210,8;Saida;Propria;Sem cobranca de frete;33;1.0;2.864;2.864;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;13012018;13012018;4.376,8;4.376,8;Saida;Propria;Sem cobranca de frete;33;1.0;2.004;2.004;0;5102;X.102;8.4;2004.00;168,34
42591651104003;CONSUMIDORFINAL3106200;13012018;;4.376,8;0;Saida;Propria;Sem cobranca de frete;33;1.0;188,6;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;13012018;13012018;4.376,8;4.376,8;Saida;Propria;Sem cobranca de frete;33;1.0;2.184,2;2.184,2;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;14012018;14012018;3.805,4;3.805,4;Saida;Propria;Sem cobranca de frete;33;1.0;1.897,8;1.897,8;0;5102;X.102;8.4;1897.80;159,42
42591651104003;CONSUMIDORFINAL3106200;14012018;;3.805,4;0;Saida;Propria;Sem cobranca de frete;33;1.0;59,4;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;14012018;14012018;3.805,4;3.805,4;Saida;Propria;Sem cobranca de frete;33;1.0;1.848,2;1.848,2;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;15012018;15012018;3.872;3.872;Saida;Propria;Sem cobranca de frete;33;1.0;2.097,8;2.097,8;0;5102;X.102;8.4;2097.80;176,22
42591651104003;CONSUMIDORFINAL3106200;15012018;;3.872;0;Saida;Propria;Sem cobranca de frete;33;1.0;56;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;15012018;15012018;3.872;3.872;Saida;Propria;Sem cobranca de frete;33;1.0;1.718,2;1.718,2;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;16012018;16012018;5.273,9;5.273,9;Saida;Propria;Sem cobranca de frete;33;1.0;2.876;2.876;0;5102;X.102;8.4;2876.00;241,58
42591651104003;CONSUMIDORFINAL3106200;16012018;;5.273,9;0;Saida;Propria;Sem cobranca de frete;33;1.0;40,4;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;16012018;16012018;5.273,9;5.273,9;Saida;Propria;Sem cobranca de frete;33;1.0;2.357,5;2.357,5;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;17012018;17012018;5.024,5;5.024,5;Saida;Propria;Sem cobranca de frete;33;1.0;2.635,7;2.635,7;0;5102;X.102;8.4;2635.70;221,4
42591651104003;CONSUMIDORFINAL3106200;17012018;;5.024,5;0;Saida;Propria;Sem cobranca de frete;33;1.0;165,9;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;17012018;17012018;5.024,5;5.024,5;Saida;Propria;Sem cobranca de frete;33;1.0;2.222,9;2.222,9;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;18012018;18012018;7.998,2;7.998,2;Saida;Propria;Sem cobranca de frete;33;1.0;4.090,8;4.090,8;0;5102;X.102;8.4;4090.80;343,63
42591651104003;CONSUMIDORFINAL3106200;18012018;;7.998,2;0;Saida;Propria;Sem cobranca de frete;33;1.0;162,5;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;18012018;18012018;7.998,2;7.998,2;Saida;Propria;Sem cobranca de frete;33;1.0;3.744,9;3.744,9;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;19012018;19012018;7.051,7;7.051,7;Saida;Propria;Sem cobranca de frete;33;1.0;3.524,9;3.524,9;0;5102;X.102;8.4;3524.90;296,09
42591651104003;CONSUMIDORFINAL3106200;19012018;;7.051,7;0;Saida;Propria;Sem cobranca de frete;33;1.0;176,7;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;19012018;19012018;7.051,7;7.051,7;Saida;Propria;Sem cobranca de frete;33;1.0;3.350,1;3.350,1;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;20012018;20012018;7.602,4;7.602,4;Saida;Propria;Sem cobranca de frete;33;1.0;3.818,7;3.818,7;0;5102;X.102;8.4;3818.70;320,77
42591651104003;CONSUMIDORFINAL3106200;20012018;;7.602,4;0;Saida;Propria;Sem cobranca de frete;33;1.0;298,6;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;20012018;20012018;7.602,4;7.602,4;Saida;Propria;Sem cobranca de frete;33;1.0;3.485,1;3.485,1;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;21012018;21012018;7.263,4;7.263,4;Saida;Propria;Sem cobranca de frete;33;1.0;3.797,9;3.797,9;0;5102;X.102;8.4;3797.90;319,02
42591651104003;CONSUMIDORFINAL3106200;21012018;;7.263,4;0;Saida;Propria;Sem cobranca de frete;33;1.0;205,8;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;21012018;21012018;7.263,4;7.263,4;Saida;Propria;Sem cobranca de frete;33;1.0;3.259,7;3.259,7;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;22012018;22012018;3.588,9;3.588,9;Saida;Propria;Sem cobranca de frete;33;1.0;1.990,9;1.990,9;0;5102;X.102;8.4;1990.90;167,24
42591651104003;CONSUMIDORFINAL3106200;22012018;;3.588,9;0;Saida;Propria;Sem cobranca de frete;33;1.0;92,3;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;22012018;22012018;3.588,9;3.588,9;Saida;Propria;Sem cobranca de frete;33;1.0;1.505,7;1.505,7;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;23012018;23012018;4.539,2;4.539,2;Saida;Propria;Sem cobranca de frete;33;1.0;2.484,3;2.484,3;0;5102;X.102;8.4;2484.30;208,68
42591651104003;CONSUMIDORFINAL3106200;23012018;;4.539,2;0;Saida;Propria;Sem cobranca de frete;33;1.0;150,5;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;23012018;23012018;4.539,2;4.539,2;Saida;Propria;Sem cobranca de frete;33;1.0;1.904,4;1.904,4;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;24012018;24012018;6.299,7;6.299,7;Saida;Propria;Sem cobranca de frete;33;1.0;3.131,6;3.131,6;0;5102;X.102;8.4;3131.60;263,05
42591651104003;CONSUMIDORFINAL3106200;24012018;;6.299,7;0;Saida;Propria;Sem cobranca de frete;33;1.0;220,1;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;24012018;24012018;6.299,7;6.299,7;Saida;Propria;Sem cobranca de frete;33;1.0;2.948;2.948;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;25012018;25012018;4.098,6;4.098,6;Saida;Propria;Sem cobranca de frete;33;1.0;2.049,3;2.049,3;0;5102;X.102;8.4;2049.30;172,14
42591651104003;CONSUMIDORFINAL3106200;25012018;;4.098,6;0;Saida;Propria;Sem cobranca de frete;33;1.0;85,7;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;25012018;25012018;4.098,6;4.098,6;Saida;Propria;Sem cobranca de frete;33;1.0;1.963,6;1.963,6;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;26012018;26012018;7.905,3;7.905,3;Saida;Propria;Sem cobranca de frete;33;1.0;4.164,5;4.164,5;0;5102;X.102;8.4;4164.50;349,82
42591651104003;CONSUMIDORFINAL3106200;26012018;;7.905,3;0;Saida;Propria;Sem cobranca de frete;33;1.0;187,9;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;26012018;26012018;7.905,3;7.905,3;Saida;Propria;Sem cobranca de frete;33;1.0;3.552,9;3.552,9;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;27012018;27012018;7.100,4;7.100,4;Saida;Propria;Sem cobranca de frete;33;1.0;3.349,1;3.349,1;0;5102;X.102;8.4;3349.10;281,32
42591651104003;CONSUMIDORFINAL3106200;27012018;;7.100,4;0;Saida;Propria;Sem cobranca de frete;33;1.0;156,5;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;27012018;27012018;7.100,4;7.100,4;Saida;Propria;Sem cobranca de frete;33;1.0;3.594,8;3.594,8;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;28012018;28012018;5.784,8;5.784,8;Saida;Propria;Sem cobranca de frete;33;1.0;2.857,5;2.857,5;0;5102;X.102;8.4;2857.50;240,03
42591651104003;CONSUMIDORFINAL3106200;28012018;;5.784,8;0;Saida;Propria;Sem cobranca de frete;33;1.0;185,8;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;28012018;28012018;5.784,8;5.784,8;Saida;Propria;Sem cobranca de frete;33;1.0;2.741,5;2.741,5;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;29012018;29012018;7.508,3;7.508,3;Saida;Propria;Sem cobranca de frete;33;1.0;3.861,9;3.861,9;0;5102;X.102;8.4;3861.90;324,4
42591651104003;CONSUMIDORFINAL3106200;29012018;;7.508,3;0;Saida;Propria;Sem cobranca de frete;33;1.0;130,8;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;29012018;29012018;7.508,3;7.508,3;Saida;Propria;Sem cobranca de frete;33;1.0;3.515,6;3.515,6;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;30012018;30012018;2.794,2;2.794,2;Saida;Propria;Sem cobranca de frete;33;1.0;1.510,7;1.510,7;0;5102;X.102;8.4;1510.70;126,9
42591651104003;CONSUMIDORFINAL3106200;30012018;;2.794,2;0;Saida;Propria;Sem cobranca de frete;33;1.0;14;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;30012018;30012018;2.794,2;2.794,2;Saida;Propria;Sem cobranca de frete;33;1.0;1.269,5;1.269,5;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;31012018;31012018;6.231,3;6.231,3;Saida;Propria;Sem cobranca de frete;33;1.0;3.177,4;3.177,4;0;5102;X.102;8.4;3177.40;266,9
42591651104003;CONSUMIDORFINAL3106200;31012018;;6.231,3;0;Saida;Propria;Sem cobranca de frete;33;1.0;155,7;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;31012018;31012018;6.231,3;6.231,3;Saida;Propria;Sem cobranca de frete;33;1.0;2.898,2;2.898,2;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;2012018;2012018;860;860;Saida;Propria;Sem cobranca de frete;34;1.0;851,5;851,5;0;5102;X.102;8.4;851.50;71,53
42591651104003;CONSUMIDORFINAL3106200;2012018;;860;0;Saida;Propria;Sem cobranca de frete;34;1.0;2,5;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;2012018;2012018;860;860;Saida;Propria;Sem cobranca de frete;34;1.0;6;6;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;3012018;3012018;1.733;1.733;Saida;Propria;Sem cobranca de frete;34;1.0;1.715,5;1.715,5;0;5102;X.102;8.4;1715.50;144,1
42591651104003;CONSUMIDORFINAL3106200;3012018;;1.733;0;Saida;Propria;Sem cobranca de frete;34;1.0;11,5;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;3012018;3012018;1.733;1.733;Saida;Propria;Sem cobranca de frete;34;1.0;6;6;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;4012018;4012018;236,06;236,06;Saida;Propria;Sem cobranca de frete;34;1.0;235,06;235,06;0;5102;X.102;8.4;235.06;19,75
42591651104003;CONSUMIDORFINAL3106200;4012018;;236,06;0;Saida;Propria;Sem cobranca de frete;34;1.0;1;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;5012018;5012018;1.518;1.518;Saida;Propria;Sem cobranca de frete;34;1.0;1.504,5;1.504,5;0;5102;X.102;8.4;1504.50;126,38
42591651104003;CONSUMIDORFINAL3106200;5012018;;1.518;0;Saida;Propria;Sem cobranca de frete;34;1.0;7,5;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;5012018;5012018;1.518;1.518;Saida;Propria;Sem cobranca de frete;34;1.0;6;6;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;6012018;6012018;291;291;Saida;Propria;Sem cobranca de frete;34;1.0;285;285;0;5102;X.102;8.4;285.00;23,94
42591651104003;CONSUMIDORFINAL3106200;6012018;6012018;291;291;Saida;Propria;Sem cobranca de frete;34;1.0;6;6;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;7012018;7012018;1.009;1.009;Saida;Propria;Sem cobranca de frete;34;1.0;965,5;965,5;0;5102;X.102;8.4;965.50;81,1
42591651104003;CONSUMIDORFINAL3106200;7012018;;1.009;0;Saida;Propria;Sem cobranca de frete;34;1.0;19,5;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;7012018;7012018;1.009;1.009;Saida;Propria;Sem cobranca de frete;34;1.0;24;24;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;8012018;8012018;1.393;1.393;Saida;Propria;Sem cobranca de frete;34;1.0;1.387;1.387;0;5102;X.102;8.4;1387.00;116,51
42591651104003;CONSUMIDORFINAL3106200;8012018;;1.393;0;Saida;Propria;Sem cobranca de frete;34;1.0;6;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;9012018;9012018;1.278,5;1.278,5;Saida;Propria;Sem cobranca de frete;34;1.0;1.267,5;1.267,5;0;5102;X.102;8.4;1267.50;106,47
42591651104003;CONSUMIDORFINAL3106200;9012018;;1.278,5;0;Saida;Propria;Sem cobranca de frete;34;1.0;5;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;9012018;9012018;1.278,5;1.278,5;Saida;Propria;Sem cobranca de frete;34;1.0;6;6;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;10012018;10012018;2.633,5;2.633,5;Saida;Propria;Sem cobranca de frete;34;1.0;2.552,5;2.552,5;0;5102;X.102;8.4;2552.50;214,41
42591651104003;CONSUMIDORFINAL3106200;10012018;;2.633,5;0;Saida;Propria;Sem cobranca de frete;34;1.0;48;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;10012018;10012018;2.633,5;2.633,5;Saida;Propria;Sem cobranca de frete;34;1.0;33;33;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;11012018;11012018;3.155;3.155;Saida;Propria;Sem cobranca de frete;34;1.0;3.104;3.104;0;5102;X.102;8.4;3104.00;260,74
42591651104003;CONSUMIDORFINAL3106200;11012018;;3.155;0;Saida;Propria;Sem cobranca de frete;34;1.0;36;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;11012018;11012018;3.155;3.155;Saida;Propria;Sem cobranca de frete;34;1.0;15;15;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;12012018;12012018;1.642,5;1.642,5;Saida;Propria;Sem cobranca de frete;34;1.0;1.622,5;1.622,5;0;5102;X.102;8.4;1622.50;136,29
42591651104003;CONSUMIDORFINAL3106200;12012018;;1.642,5;0;Saida;Propria;Sem cobranca de frete;34;1.0;14;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;12012018;12012018;1.642,5;1.642,5;Saida;Propria;Sem cobranca de frete;34;1.0;6;6;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;13012018;13012018;1.990,5;1.990,5;Saida;Propria;Sem cobranca de frete;34;1.0;1.953,5;1.953,5;0;5102;X.102;8.4;1953.50;164,09
42591651104003;CONSUMIDORFINAL3106200;13012018;;1.990,5;0;Saida;Propria;Sem cobranca de frete;34;1.0;24;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;13012018;13012018;1.990,5;1.990,5;Saida;Propria;Sem cobranca de frete;34;1.0;13;13;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;14012018;14012018;634,5;634,5;Saida;Propria;Sem cobranca de frete;34;1.0;626,5;626,5;0;5102;X.102;8.4;626.50;52,63
42591651104003;CONSUMIDORFINAL3106200;14012018;;634,5;0;Saida;Propria;Sem cobranca de frete;34;1.0;5;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;14012018;14012018;634,5;634,5;Saida;Propria;Sem cobranca de frete;34;1.0;3;3;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;15012018;15012018;2.011;2.011;Saida;Propria;Sem cobranca de frete;34;1.0;1.994,5;1.994,5;0;5102;X.102;8.4;1994.50;167,54
42591651104003;CONSUMIDORFINAL3106200;15012018;;2.011;0;Saida;Propria;Sem cobranca de frete;34;1.0;7,5;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;15012018;15012018;2.011;2.011;Saida;Propria;Sem cobranca de frete;34;1.0;9;9;60;5405;X.405;0.0;0.00;0
42591651104003;CONSUMIDORFINAL3106200;16012018;16012018;2.237,5;2.237,5;Saida;Propria;Sem cobranca de frete;34;1.0;2.186;2.186;0;5102;X.102;8.4;2186.00;183,62
42591651104003;CONSUMIDORFINAL3106200;16012018;;2.237,5;0;Saida;Propria;Sem cobranca de frete;34;1.0;34,5;0;;;;0.0;0;0
42591651104003;CONSUMIDORFINAL3106200;16012018;16012018;2.237,5;2.237,5;Saida;Propria;Sem cobranca de frete;34;1.0;17;17;60;5405;X.405;0.0;0.00;0
