IdOrganizacao;IdParticipante;IdCfop;IdModelo;DataDoMovimento;TotalDoDocumentoFiscal;Operacao;Emissao;CstICMS;AliquotaIcms;TipoDoFrete;SufixoDoCFOP;NumeroSatEcf;QuantidadeDeDocumentos;TotalDoItem;ValorIcms;BaseDeCalculoIcms
42591651055479;CONSUMIDORFINAL3136702;5405;2D;23012018;3772,7;Saida;Propria;60;0;Sem cobranca de frete;X.405;33;1;1710,5;0;0
42591651055479;CONSUMIDORFINAL3136702;5102;2D;23012018;3772,7;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;33;1;2062,2;173,22;2062,2
42591651055479;CONSUMIDORFINAL3136702;5405;2D;24012018;4316,5;Saida;Propria;60;0;Sem cobranca de frete;X.405;33;1;2041,9;0;0
42591651055479;CONSUMIDORFINAL3136702;5102;2D;24012018;4316,5;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;33;1;1968,4;165,35;1968,4
42591651055479;CONSUMIDORFINAL3136702;5102;2D;25012018;7012,6;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;33;1;3392;284,93;3392
42591651055479;CONSUMIDORFINAL3136702;5405;2D;25012018;7012,6;Saida;Propria;60;0;Sem cobranca de frete;X.405;33;1;3347,9;0;0
42591651055479;CONSUMIDORFINAL3136702;5102;2D;26012018;5534,2;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;33;1;2746,8;230,73;2746,8
42591651055479;CONSUMIDORFINAL3136702;5405;2D;26012018;5534,2;Saida;Propria;60;0;Sem cobranca de frete;X.405;33;1;2523,5;0;0
42591651055479;CONSUMIDORFINAL3136702;5405;2D;27012018;8928,9;Saida;Propria;60;0;Sem cobranca de frete;X.405;33;1;4321,8;0;0
42591651055479;CONSUMIDORFINAL3136702;5102;2D;27012018;8928,9;Saida;Propria;0;8,4;Sem cobranca de frete;X.102;33;1;4285,6;359,99;4285,6
42591651055479;CONSUMIDORFINAL3136702;5405;2D;28012018;12469,8;Saida;Propria;60;0;Sem cobranca de frete;X.405;33;1;5584,9;0;0
